id,lat,long,DataZone,acc_employment,acc_gp,acc_hospitals,acc_school,acc_supermarket,acc_urbancentre
2597,56.45607014,-3.03164171,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2598,56.45517189,-3.03161735,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2599,56.45427365,-3.03159298,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2600,56.4533754,-3.03156862,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2601,56.45247716,-3.03154425,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2602,56.45157891,-3.03151989,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2658,56.45698184,-3.03004382,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2659,56.4560836,-3.03001949,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2660,56.45518535,-3.02999516,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2661,56.45428711,-3.02997083,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2662,56.45338887,-3.0299465,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2663,56.45249062,-3.02992218,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2664,56.45159238,-3.02989786,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2720,56.45699528,-3.02842155,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2721,56.45609704,-3.02839725,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2722,56.45519879,-3.02837296,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2723,56.45430055,-3.02834868,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2724,56.4534023,-3.02832439,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2725,56.45250406,-3.0283001,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2726,56.45160582,-3.02827582,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2781,56.45790694,-3.02682353,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2782,56.4570087,-3.02679928,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2783,56.45611045,-3.02677502,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2784,56.45521221,-3.02675077,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2785,56.45431397,-3.02672652,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2786,56.45341572,-3.02670227,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2787,56.45251748,-3.02667802,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2788,56.45161924,-3.02665378,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2843,56.45792034,-3.02520122,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2844,56.45702209,-3.025177,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2845,56.45612385,-3.02515279,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2846,56.45522561,-3.02512858,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2847,56.45432736,-3.02510436,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2848,56.45342912,-3.02508015,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2849,56.45253088,-3.02505594,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2850,56.45163263,-3.02503174,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2905,56.45793371,-3.02357891,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2906,56.45703547,-3.02355473,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2907,56.45613723,-3.02353056,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2908,56.45523898,-3.02350638,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2909,56.45434074,-3.02348221,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2910,56.4534425,-3.02345803,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2911,56.45254425,-3.02343386,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2912,56.45164601,-3.02340969,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2966,56.4588453,-3.02198076,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2967,56.45794707,-3.0219566,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2968,56.45704882,-3.02193246,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2969,56.45615058,-3.02190832,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2970,56.45525234,-3.02188418,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2971,56.45435409,-3.02186005,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
2972,56.45345585,-3.02183591,S01007682,10.084286574352799,0,50,0,0,44.26229508196721
